x,y
9.960213344912411,9.278154233840688
11.159846611605508,6.2999998273719715
9.404794729698585,6.893678446340475
9.119448349429206,10.87101616469997
9.357234551335015,8.167573004950201
11.620835829751597,10.955146423193758
9.209507336899243,10.071948339188806
9.57845143359671,10.933676399488679
10.830851330211118,9.966865008051347
10.006381816165149,8.704649518318263
9.889384337311741,8.47907251438046
9.300827629519816,10.444393058587156
9.832992670176154,9.413143140117056
9.160231298876505,8.895549120676224
9.891462506257273,7.538379553717087
11.57781458773617,9.533979674775827
10.07970967597531,5.782858852844208
10.961406324226651,10.641628758887034
9.403050765251294,10.869242180289834
10.383501181560545,10.000016907364762
10.545187628363307,9.456987874218104
11.224132416800957,6.764372073150961
9.762640277639136,12.542092883464763
10.033920330807529,11.058873290960443
10.062020490215884,8.563895553078098
9.730526896605443,11.732684541664486
9.947341218557531,9.349321472377095
10.903950622653277,10.75083766858727
10.359490430731217,8.900703196916831
8.685762578174765,10.37432390317757
9.906429338568433,9.273722548460494
10.230519238438031,9.931462334382996
10.032707594080826,6.466056815748035
8.98216290308856,8.82623146901926
10.519921174303676,10.908108055004904
10.595706549552299,8.86853734612622
10.047014829241613,9.339194069657946
11.120401542279694,8.096928319548102
9.93533323019672,5.393698421382368
8.562122015920712,11.2039824732786
9.945398158094749,9.671829607045439
10.882619820518828,11.428427506571603
9.020997462213133,9.300438068722395
10.861175189843774,12.368121220149753
10.248115633609782,9.199783263629797
10.400417204663366,10.661411719202432
10.994684451548386,10.353698594790195
10.735973675463976,6.9897658369087035
9.846462179035733,10.658996783268213
8.342822291233496,12.0326161796757
10.272998405527764,12.011814236046161
10.306242682279152,8.037355598244616
11.828079532575224,9.473306838103438
10.311614797184959,13.178889524795606
9.587463583929983,8.754215803109906
9.603854381584556,9.436997528661363
9.58211949652231,8.437263969172644
9.63450789365558,9.521643087413148
9.343174221179785,8.790006713053177
8.958309206618091,14.417488606109908
10.30574993231859,8.230857791136508
10.299689324966371,9.439542878310762
10.892802683355768,11.384220355793289
9.297304869958234,11.302441324346043
8.752014706099857,11.921092516192036
9.647737649265782,9.801816500075901
10.418371409007593,8.162642172455588
10.72114619496216,9.68259030339277
10.59843287772035,7.432294471944262
10.089451960207642,10.862457636099718
9.821968813573433,7.542548039095937
8.527342693383456,7.321080990513188
10.6865026229922,15.680685670615311
9.696641773262344,13.104861897638646
10.49314777543686,11.205850272813798
10.00258765069989,11.041855950827724
8.536563134642426,9.6046636325044
10.299457530114639,11.056800557594025
9.806081559277837,11.936236619444065
9.683569095857258,13.016907207676645
10.663381893820814,7.825536272620107
